YAL033W,YGR276C
YAL033W,YNL282W
YAL033W,YLR145W
YAL033W,YBR257W
YAL033W,YHR062C
YAL033W,YGR030C
YAL033W,YBL018C
YAL033W,YDR478W
YAL033W,YNL221C
YAL033W,YBR167C
YGR276C,YBL018C
YGR276C,YBR167C
YGR276C,YBR257W
YGR276C,YGR030C
YGR276C,YLR107W
YGR276C,YNL221C
YGR276C,YHR062C
YGR276C,YLR059C
YNL282W,YBL018C
YNL282W,YBR167C
YNL282W,YBR181C
YNL282W,YBR257W
YNL282W,YDR478W
YNL282W,YGR030C
YNL282W,YHR062C
YNL282W,YLR145W
YNL282W,YNL221C
YNL282W,YNR053C
YLR145W,YBL018C
YLR145W,YBR167C
YLR145W,YBR257W
YLR145W,YDR478W
YLR145W,YGL173C
YLR145W,YGR030C
YLR145W,YHR062C
YLR145W,YNL221C
YBR257W,YBL018C
YBR257W,YBR167C
YBR257W,YGR030C
YBR257W,YHR062C
YBR257W,YDR478W
YBR257W,YNL221C
YBR257W,YPL079W
YHR062C,YBL018C
YHR062C,YBR167C
YHR062C,YDR478W
YHR062C,YGL031C
YHR062C,YGR030C
YHR062C,YLR186W
YHR062C,YNL221C
YGR030C,YBL018C
YGR030C,YBR167C
YGR030C,YDR478W
YGR030C,YNL221C
YBL018C,YDR478W
YBL018C,YNL221C
YBL018C,YGL173C
YBL018C,YBR167C
YDR478W,YBR167C
YDR478W,YNL221C
YNL221C,YBR167C
YNL221C,YHL033C
YNL221C,YLR186W
YNL221C,YLR197W
YBR167C,YGR214W
YBR167C,YGL173C
YBR167C,YPR102C
YBR167C,YLR197W
YGL173C,YBR189W
YGL173C,YDL014W
YGL173C,YDL208W
YGL173C,YDR447C
YGL173C,YER102W
YGL173C,YHR089C
YGL173C,YOR182C
YGL173C,YNL002C
YGL173C,YLR175W
YGL173C,YHR170W
YGL173C,YIL133C
YGL173C,YOR048C
YGL173C,YMR093W
YGL173C,YLR367W
YGL173C,YPL204W
YGL173C,YOL121C
YGL173C,YOR119C
YGL173C,YHL033C
YGL173C,YGR220C
YGL173C,YPL043W
YGL173C,YNL163C
YGL173C,YOR063W
YGL173C,YGR218W
YGL173C,YJR145C
YGL173C,YHR141C
YBL027W,YLR075W
YBL027W,YBR084C-A
YBL027W,YIL133C
YBL027W,YIL069C
YBL027W,YDL136W
YBL027W,YDR447C
YBL027W,YNL096C
YBL027W,YGR085C
YBL027W,YDL075W
YBL027W,YGL031C
YBL027W,YML063W
YBL027W,YDL083C
YBL027W,YDR012W
YBL027W,YOL040C
YBL027W,YOL127W
YBL027W,YDL082W
YBL027W,YHL033C
YBL027W,YNL301C
YBL027W,YMR242C
YBL027W,YDR382W
YBL027W,YBR048W
YBL027W,YJL177W
YBL027W,YGR034W
YBL027W,YOR096W
